id,0,1,2,
develop00001.jpg,0.154755, 0.843067, 0.00217778,
develop00002.jpg,0.142078, 0.856677, 0.00124484,
develop00003.jpg,0.205754, 0.79287, 0.00137626,
develop00004.jpg,0.12567, 0.871274, 0.00305651,
develop00005.jpg,0.0909451, 0.907834, 0.00122115,
develop00006.jpg,0.109466, 0.888324, 0.00220963,
develop00007.jpg,0.123506, 0.875367, 0.00112761,
develop00008.jpg,0.129996, 0.868506, 0.00149733,
develop00009.jpg,0.180384, 0.816797, 0.0028196,
develop00010.jpg,0.117199, 0.880909, 0.00189184,
develop00011.jpg,0.0840029, 0.915102, 0.000894679,
develop00012.jpg,0.149598, 0.848426, 0.00197543,
develop00013.jpg,0.140208, 0.858607, 0.00118459,
develop00014.jpg,0.152248, 0.846239, 0.00151272,
develop00015.jpg,0.120889, 0.878033, 0.00107763,
develop00016.jpg,0.114585, 0.884682, 0.000732744,
develop00017.jpg,0.141443, 0.856461, 0.00209531,
develop00018.jpg,0.0844057, 0.913766, 0.00182881,
develop00019.jpg,0.129721, 0.868407, 0.00187149,
develop00020.jpg,0.173265, 0.825573, 0.00116215,
develop00021.jpg,0.119457, 0.879454, 0.00108867,
develop00022.jpg,0.0600058, 0.939078, 0.000915794,
develop00023.jpg,0.107166, 0.891174, 0.00166027,
develop00024.jpg,0.0595148, 0.939687, 0.000797776,
develop00025.jpg,0.0654408, 0.933002, 0.00155773,
develop00026.jpg,0.0843169, 0.914497, 0.00118561,
develop00027.jpg,0.121118, 0.877551, 0.00133146,
develop00028.jpg,0.996632, 0.000878524, 0.00248988,
develop00029.jpg,0.991253, 0.0023985, 0.00634845,
develop00030.jpg,0.982984, 0.00289027, 0.014126,
develop00031.jpg,0.98652, 0.00354462, 0.00993566,
develop00032.jpg,0.993181, 0.00212064, 0.00469851,
develop00033.jpg,0.993683, 0.00199009, 0.00432702,
develop00034.jpg,0.994744, 0.00332225, 0.00193368,
develop00035.jpg,0.981773, 0.00356616, 0.0146607,
develop00036.jpg,0.987178, 0.00245941, 0.0103623,
develop00037.jpg,0.995673, 0.00206098, 0.00226573,
develop00038.jpg,0.996369, 0.00161296, 0.00201849,
develop00039.jpg,0.99453, 0.0028682, 0.0026017,
develop00040.jpg,0.97179, 0.00572754, 0.0224826,
develop00041.jpg,0.981765, 0.00502533, 0.0132092,
develop00042.jpg,0.977249, 0.00585808, 0.0168928,
develop00043.jpg,0.970531, 0.00627601, 0.0231926,
develop00044.jpg,0.986243, 0.00653469, 0.00722266,
develop00045.jpg,0.987093, 0.00602162, 0.00688529,
develop00046.jpg,0.986696, 0.00470864, 0.00859552,
develop00047.jpg,0.9735, 0.00370708, 0.0227927,
develop00048.jpg,0.981858, 0.00412431, 0.0140174,
develop00049.jpg,0.994632, 0.00195518, 0.00341258,
develop00050.jpg,0.995836, 0.00175953, 0.00240446,
develop00051.jpg,0.99218, 0.00386093, 0.00395947,
develop00052.jpg,0.970378, 0.00479687, 0.0248255,
develop00053.jpg,0.981588, 0.00396861, 0.0144433,
develop00054.jpg,0.99646, 0.00146352, 0.00207602,
develop00055.jpg,0.996967, 0.00111124, 0.00192182,
develop00056.jpg,0.996075, 0.00155908, 0.00236643,
develop00057.jpg,0.993228, 0.0046048, 0.00216748,
develop00058.jpg,0.986995, 0.00503976, 0.00796491,
develop00059.jpg,0.984002, 0.00506602, 0.0109324,
develop00060.jpg,0.999057, 0.000621913, 0.000321493,
develop00061.jpg,0.99934, 0.000541043, 0.000119338,
develop00062.jpg,0.999444, 0.000422466, 0.000133057,
develop00063.jpg,0.99968, 0.000212277, 0.00010769,
develop00064.jpg,0.999784, 0.000134664, 8.16149e-05,
develop00065.jpg,0.999324, 0.000455982, 0.000220382,
develop00066.jpg,0.999124, 0.000681945, 0.000193807,
develop00067.jpg,0.999653, 0.000228256, 0.000118884,
develop00068.jpg,0.999623, 0.000252793, 0.000124058,
develop00069.jpg,0.998393, 0.00124343, 0.000363498,
develop00070.jpg,0.998221, 0.00153886, 0.000240274,
develop00071.jpg,0.999148, 0.000745369, 0.000106734,
develop00072.jpg,0.999461, 0.000395219, 0.000144198,
develop00073.jpg,0.999028, 0.000883259, 8.81939e-05,
develop00074.jpg,0.998607, 0.00124902, 0.000144004,
develop00075.jpg,0.998992, 0.000921518, 8.64889e-05,
develop00076.jpg,0.999524, 0.000292561, 0.000183492,
develop00077.jpg,0.999625, 0.000243395, 0.000131729,
develop00078.jpg,0.998814, 0.000909976, 0.000275902,
develop00079.jpg,0.998551, 0.00122914, 0.000219408,
develop00080.jpg,0.999617, 0.000270484, 0.000112887,
develop00081.jpg,0.999562, 0.000324901, 0.000113264,
develop00082.jpg,0.998776, 0.00103817, 0.00018547,
develop00083.jpg,0.998748, 0.00111556, 0.000136235,
develop00084.jpg,0.999395, 0.000493373, 0.000111659,
develop00085.jpg,0.997154, 0.00246716, 0.000379354,
