id,predicted
develop00001.jpg,1 0 2
develop00002.jpg,1 0 2
develop00003.jpg,1 0 2
develop00004.jpg,1 0 2
develop00005.jpg,1 0 2
develop00006.jpg,1 0 2
develop00007.jpg,1 0 2
develop00008.jpg,1 0 2
develop00009.jpg,1 0 2
develop00010.jpg,1 0 2
develop00011.jpg,1 0 2
develop00012.jpg,1 0 2
develop00013.jpg,1 0 2
develop00014.jpg,1 0 2
develop00015.jpg,1 0 2
develop00016.jpg,1 0 2
develop00017.jpg,1 0 2
develop00018.jpg,1 0 2
develop00019.jpg,1 0 2
develop00020.jpg,1 0 2
develop00021.jpg,1 0 2
develop00022.jpg,1 0 2
develop00023.jpg,1 0 2
develop00024.jpg,1 0 2
develop00025.jpg,1 0 2
develop00026.jpg,1 0 2
develop00027.jpg,1 0 2
develop00028.jpg,0 1 2
develop00029.jpg,0 1 2
develop00030.jpg,0 1 2
develop00031.jpg,0 1 2
develop00032.jpg,0 1 2
develop00033.jpg,0 1 2
develop00034.jpg,0 1 2
develop00035.jpg,0 1 2
develop00036.jpg,0 1 2
develop00037.jpg,0 1 2
develop00038.jpg,0 1 2
develop00039.jpg,0 1 2
develop00040.jpg,0 1 2
develop00041.jpg,0 1 2
develop00042.jpg,0 1 2
develop00043.jpg,0 1 2
develop00044.jpg,0 1 2
develop00045.jpg,0 1 2
develop00046.jpg,0 1 2
develop00047.jpg,0 1 2
develop00048.jpg,0 1 2
develop00049.jpg,0 1 2
develop00050.jpg,0 1 2
develop00051.jpg,0 1 2
develop00052.jpg,0 1 2
develop00053.jpg,0 1 2
develop00054.jpg,0 1 2
develop00055.jpg,0 1 2
develop00056.jpg,0 1 2
develop00057.jpg,0 1 2
develop00058.jpg,0 1 2
develop00059.jpg,0 1 2
develop00060.jpg,0 1 2
develop00061.jpg,0 1 2
develop00062.jpg,0 1 2
develop00063.jpg,0 1 2
develop00064.jpg,0 1 2
develop00065.jpg,0 1 2
develop00066.jpg,0 1 2
develop00067.jpg,0 1 2
develop00068.jpg,0 1 2
develop00069.jpg,0 1 2
develop00070.jpg,0 1 2
develop00071.jpg,0 1 2
develop00072.jpg,0 1 2
develop00073.jpg,0 1 2
develop00074.jpg,0 1 2
develop00075.jpg,0 1 2
develop00076.jpg,0 1 2
develop00077.jpg,0 1 2
develop00078.jpg,0 1 2
develop00079.jpg,0 1 2
develop00080.jpg,0 1 2
develop00081.jpg,0 1 2
develop00082.jpg,0 1 2
develop00083.jpg,0 1 2
develop00084.jpg,0 1 2
develop00085.jpg,0 1 2
develop00086.jpg,0 1 2
develop00087.jpg,0 1 2
develop00088.jpg,0 1 2
develop00089.jpg,0 1 2
develop00090.jpg,0 1 2
develop00091.jpg,0 1 2
develop00092.jpg,0 1 2
develop00093.jpg,0 1 2
develop00094.jpg,0 1 2
develop00095.jpg,0 1 2
develop00096.jpg,0 1 2
develop00097.jpg,0 1 2
develop00098.jpg,0 1 2
develop00099.jpg,0 1 2
