id,0,1,2,
develop00001.jpg,0.139491, 0.849975, 0.010534,
develop00002.jpg,0.0750413, 0.922533, 0.00242601,
develop00003.jpg,0.0802878, 0.917758, 0.00195388,
develop00004.jpg,0.285215, 0.708958, 0.00582707,
develop00005.jpg,0.159849, 0.836273, 0.00387808,
develop00006.jpg,0.130924, 0.860622, 0.00845355,
develop00007.jpg,0.125691, 0.871013, 0.00329628,
develop00008.jpg,0.297821, 0.694248, 0.00793152,
develop00009.jpg,0.306418, 0.685258, 0.00832432,
develop00010.jpg,0.192188, 0.793268, 0.0145439,
develop00011.jpg,0.0963074, 0.898524, 0.00516872,
develop00012.jpg,0.173202, 0.817036, 0.00976203,
develop00013.jpg,0.233261, 0.757974, 0.00876474,
develop00014.jpg,0.24092, 0.752276, 0.00680371,
develop00015.jpg,0.0902045, 0.90444, 0.00535548,
develop00016.jpg,0.0896421, 0.907232, 0.00312599,
develop00017.jpg,0.237732, 0.750726, 0.0115415,
develop00018.jpg,0.133828, 0.86088, 0.00529252,
develop00019.jpg,0.107437, 0.887756, 0.00480724,
develop00020.jpg,0.0958097, 0.899873, 0.00431755,
develop00021.jpg,0.164816, 0.819519, 0.0156658,
develop00022.jpg,0.238514, 0.749223, 0.0122631,
develop00023.jpg,0.0927431, 0.899172, 0.00808466,
develop00024.jpg,0.0898682, 0.907057, 0.00307481,
develop00025.jpg,0.110244, 0.880941, 0.00881462,
develop00026.jpg,0.149756, 0.844579, 0.0056651,
develop00027.jpg,0.226032, 0.755251, 0.0187173,
develop00028.jpg,0.987529, 0.00930109, 0.00317031,
develop00029.jpg,0.994545, 0.00421555, 0.00123969,
develop00030.jpg,0.990653, 0.00825, 0.00109752,
develop00031.jpg,0.986188, 0.0135499, 0.000262502,
develop00032.jpg,0.994243, 0.00446431, 0.00129263,
develop00033.jpg,0.995212, 0.00369079, 0.00109746,
develop00034.jpg,0.993713, 0.00594981, 0.000337185,
develop00035.jpg,0.991234, 0.007532, 0.00123409,
develop00036.jpg,0.985631, 0.0129181, 0.00145074,
develop00037.jpg,0.986646, 0.0117132, 0.00164089,
develop00038.jpg,0.993603, 0.00545461, 0.000942149,
develop00039.jpg,0.988557, 0.0099097, 0.00153346,
develop00040.jpg,0.989816, 0.00967419, 0.000509718,
develop00041.jpg,0.988567, 0.00968331, 0.0017494,
develop00042.jpg,0.993254, 0.0053256, 0.00142028,
develop00043.jpg,0.979438, 0.0201634, 0.000398594,
develop00044.jpg,0.976616, 0.0198895, 0.0034947,
develop00045.jpg,0.970834, 0.025673, 0.00349355,
develop00046.jpg,0.956647, 0.04285, 0.000502692,
develop00047.jpg,0.995977, 0.00381742, 0.000206051,
develop00048.jpg,0.980269, 0.0193907, 0.000339884,
develop00049.jpg,0.994183, 0.00438111, 0.00143631,
develop00050.jpg,0.991787, 0.00618113, 0.00203198,
develop00051.jpg,0.982816, 0.0168494, 0.000334711,
develop00052.jpg,0.993921, 0.00564618, 0.000432998,
develop00053.jpg,0.99371, 0.00609056, 0.000199782,
develop00054.jpg,0.994026, 0.00472737, 0.00124649,
develop00055.jpg,0.993697, 0.00484267, 0.00146055,
develop00056.jpg,0.994461, 0.00417182, 0.00136755,
develop00057.jpg,0.995479, 0.00415111, 0.000369827,
